CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian,cvap.all_races(count),cvap.black_aa(count),cvap.white(count),pct_cvap.black_aa(%),pct_cvap.white(%),pct_cvap.all_races.within_state(%),land.area(square_miles),cvap.density(count/squaremiles),registered_within_county_cvap.democrats(%),registered_within_county_cvap.republicans(%),registered_within_county_cvap.libertarians(%),registered_within_county_cvap.green(%),registered_within_county_cvap.constitution(%),registered_within_county_cvap.unaffiliated(%),registered_within_county_cvap.total(%),pct_registered.within_race_cvap.black_aa(%),pct_registered.among_all_races_cvap.black_aa(%),pct_registered.among_registered.black_aa(%),pct_registered.within_race_cvap.white(%),pct_registered.among_all_races_cvap.white(%),pct_registered.among_registered.white(%),most_registrants(party),most_registered(%)
CASWELL,6884,3485,39,2,6,4396,9115,4820,18,859,161,6624,7679,509,14812,2020-05-23,,18072,6178,11345,34.18548030101815,62.77667109340416,0.24378198778634974,428.91376953125,42.13434327312567,38.0920761398849,19.283975210270032,0.2158034528552457,0.011066843736166445,0.033200531208499334,24.324922532093847,81.9610447100487,78.01877630301068,26.671093404161134,32.5411828247367,80.34376377258704,50.437140327578575,61.53794220901971,democrats,38.0920761398849
CATAWBA,22555,44503,460,19,45,35621,83462,8951,120,10670,3388,46471,52588,4144,103203,2020-05-23,,115407,9832,96398,8.519413900369996,83.5287287599539,1.5567810903308579,413.802685546875,278.89379172945667,19.543875154886617,38.5617856802447,0.3985893403346418,0.016463472752952592,0.0389924354675193,30.865545417522334,89.42525150120876,91.03946297803093,7.756028663772561,8.673197484569247,86.58063445299695,72.31970331089101,80.87168008681918,republicans,38.5617856802447
CHATHAM,20460,13243,265,15,22,20754,41278,6045,116,7320,1730,23143,27251,4365,54759,2020-05-23,,51871,6605,41593,12.733511981646778,80.1854600836691,0.6997131191050104,708.890966796875,73.17204257007138,39.44400532089222,25.530643326714348,0.510882766863951,0.028917892463997223,0.042412908947195925,40.01079601318656,105.56765822906827,91.5215745647237,11.653910662990882,11.039281214047007,99.24266102469166,79.57818434192517,75.3812158731898,unaffiliated,40.01079601318656
CHEROKEE,4241,9970,126,7,8,6989,20378,217,124,622,176,10119,11154,68,21341,2020-05-23,,22595,282,21065,1.248063730913919,93.22859039610533,0.3047949321620503,466.979931640625,48.385376906064764,18.76963930073025,44.12480637309139,0.5576454967913255,0.03098030537729586,0.035406063288338126,30.931622040274398,94.450099579553,76.95035460992908,0.9603894666961718,1.0168220795651564,96.7386660337052,90.18809471121929,95.48755915842744,republicans,44.12480637309139
CHOWAN,4179,2681,31,3,1,3012,6418,3001,12,476,62,4321,5403,183,9907,2020-05-23,,11146,3774,7057,33.85968060290687,63.314193432621565,0.15035380897889852,233.3517333984375,47.76480481920703,37.49327112865602,24.053472097613493,0.278126682217836,0.02691548537591961,0.00897182845863987,27.02314731742329,88.8839045397452,79.51775304716482,26.924457204378253,30.291712930251336,90.94516083321524,57.58119504755069,64.78247703643888,democrats,37.49327112865602
CLAY,1614,3846,55,3,5,3104,8222,46,15,344,58,4001,4419,207,8627,2020-05-23,,8704,133,8366,1.5280330882352942,96.11672794117646,0.11741248460006574,220.8263671875,39.4155829797697,18.543198529411764,44.18658088235294,0.6318933823529411,0.034466911764705885,0.05744485294117647,35.661764705882355,99.11534926470588,34.58646616541353,0.5284926470588235,0.5332096905065492,98.27874731054267,94.4623161764706,95.30543642054016,republicans,44.18658088235294
CLEVELAND,22822,22227,282,9,35,18207,46036,13466,89,3991,671,28135,33135,2312,63582,2020-05-23,,74468,14872,57039,19.97099425256486,76.59531610893269,1.004535030238706,468.2775390625,159.02535096833017,30.646720739109416,29.847719825965516,0.37868614706988235,0.012085728097974969,0.0470000537143471,24.449427942203364,85.3816404361605,90.54599246906939,18.082934951925658,21.178950017300494,80.70968986132296,61.81984207981952,72.40413953634676,democrats,30.646720739109416
COLUMBUS,16893,8318,81,5,16,9948,21975,10756,939,1591,314,15695,18794,772,35261,2020-05-23,,43010,13261,26953,30.832364566379912,62.66682166937922,0.5801827852307936,953.15517578125,45.12381728898132,39.27691234596605,19.33968844454778,0.18832829574517554,0.011625203441060218,0.0372006510113927,23.12950476633341,81.98325970704488,81.11002186863736,25.00813764240874,30.503956212245825,81.53081289652357,51.09276912345966,62.32097785088341,democrats,39.27691234596605
CRAVEN,21249,25043,410,28,26,22770,48775,14614,164,5973,1625,30382,36571,2573,69526,2020-05-23,,78104,16604,55120,21.258834374679914,70.57256990679095,1.0535828006897443,770.877392578125,101.31831696190845,27.206032981665473,32.06365871146164,0.5249411041688006,0.035849636382259555,0.033288948069241014,29.15343644371607,89.01720782546349,88.01493615996145,18.710949503226466,21.019474728878404,88.48875181422352,62.44878623373963,70.15361159853867,republicans,32.06365871146164
CUMBERLAND,92791,48368,1320,59,121,69091,89319,86477,2299,33655,12330,86962,109056,15732,211750,2020-05-23,,241269,89866,114659,37.24722198044506,47.52330386415163,3.2545947549371856,658.12822265625,366.598774667681,38.45956173399815,20.04733305977975,0.5471071708342141,0.02445403263577169,0.050151490659802955,28.63650116674749,87.76510865465518,96.22882959072396,35.84256576684116,40.839197166469894,77.89968515336781,37.0205040846524,42.181345926800475,democrats,38.45956173399815
CURRITUCK,3556,8173,170,11,8,8710,18363,1080,46,1139,158,9749,10301,578,20628,2020-05-23,,19843,1136,17563,5.724940785163533,88.50980194527037,0.26767186717820596,443.646337890625,44.72706817404638,17.92067731693796,41.18832837776546,0.8567252935544021,0.055435166053520134,0.040316484402560096,43.894572393287305,103.9560550320012,95.07042253521126,5.442725394345613,5.2356020942408374,104.55503046176621,92.54145038552639,89.01977894124491,unaffiliated,43.894572393287305
DARE,7573,9360,187,11,11,11275,26250,520,35,1612,246,13079,14464,874,28417,2020-05-23,,27770,626,25786,2.254231184731725,92.85559956787901,0.3746030212940976,1248.6279296875,22.240412327593962,27.270435722002162,33.7054375225063,0.6733885487936623,0.03961109110550954,0.03961109110550954,40.60136838314728,102.32985235866043,83.06709265175719,1.8725243068059056,1.8298905584685223,101.79942604514078,94.52646741087504,92.3742829996129,unaffiliated,40.60136838314728
DAVIDSON,23417,50927,479,25,45,32589,88376,10151,253,8702,2149,48215,54922,4345,107482,2020-05-23,,122830,11529,105834,9.386143450297158,86.16298949767972,1.6569135435921503,567.52353515625,216.43155286270652,19.064560775054954,41.46136937230318,0.3899698770658634,0.020353333876088904,0.03663600097696003,26.53179190751445,87.5046812667915,88.04753230982739,8.264267687047138,9.44437208090657,83.50435587807321,71.94984938532932,82.22400029772427,republicans,41.46136937230318
DAVIE,4983,15368,133,8,19,9423,25624,1875,35,2400,559,13626,15163,1145,29934,2020-05-23,,31801,1897,28512,5.965221219458508,89.6575579384296,0.4289791386450702,266.549169921875,119.30631788994431,15.669318574887582,48.32552435458005,0.4182258419546555,0.025156441621332664,0.05974654885066508,29.63114367472721,94.12911543662149,98.84027411702688,5.896041004999843,6.2637803166967325,89.87093153759821,80.57608251312851,85.60165697868645,republicans,48.32552435458005
DUPLIN,12388,8385,101,2,20,8562,17948,8416,49,3045,1629,12777,15284,1397,29458,2020-05-23,,39263,11237,25046,28.61982018694445,63.79033695845962,0.5296376818534445,819.26748046875,47.92451908079566,31.55133331635382,21.355984005297607,0.2572396403738889,0.005093854264829483,0.05093854264829483,21.80679010773502,75.02737946667345,74.89543472457062,21.434938746402466,28.56948876366352,71.66014533258804,45.712248172579784,60.927422092470636,democrats,31.55133331635382
DURHAM,125030,25809,1134,113,61,77612,109872,78766,587,40534,9482,93969,119078,16712,229759,2020-05-23,,213778,85724,107439,40.09954251606807,50.25727623983759,2.883755300187598,298.5773681640625,715.9886273849568,58.48590593980671,12.072804498124222,0.5304568290469552,0.05285857291208637,0.02853427387289618,36.3049518659544,107.47551197971728,91.88325323130046,36.844764194631814,34.28200853938257,102.26454080920337,51.395372769882776,47.820542394421985,democrats,58.48590593980671
EDGECOMBE,23049,5955,80,6,12,5489,12120,20695,73,1703,440,14595,19152,844,34591,2020-05-23,,40298,23365,15945,57.98054494019554,39.567720482406074,0.543599299679854,506.72197265625,79.52684543904188,57.196386917464885,14.77740830810462,0.19852101841282446,0.014889076380961834,0.02977815276192367,13.621023375849918,85.83800684897514,88.57265140166916,51.35490595066753,59.827700847041136,76.01128880526811,30.075934289542904,35.03801566881559,democrats,57.196386917464885
FORSYTH,102348,73658,1382,87,120,81619,159746,68764,512,30192,10571,109629,135085,14500,259214,2020-05-23,,265476,71907,172547,27.08606427699679,64.99532914463077,3.5811347382452956,412.05966796875,644.265917381978,38.552637526556076,27.745634256957313,0.5205743645376607,0.03277132396148805,0.04520182615377661,30.74439874037578,97.64121803854209,95.62907644596493,25.902153113652457,26.527888154189203,92.58115180211769,60.17342433967666,61.627072611818804,democrats,38.552637526556076
FRANKLIN,16692,13831,249,17,29,13544,28579,10944,129,4710,1117,19293,22057,3012,44362,2020-05-23,,48112,12880,32786,26.77086797472564,68.14516129032258,0.6490061418977899,494.820751953125,97.2311686809726,34.69404722314599,28.747505819753908,0.5175424010641836,0.03533422015297639,0.0602760226139009,28.15098104423013,92.20568673096109,84.96894409937889,22.746923844363153,24.669762409269193,87.1683035441957,59.40098104423013,64.4222532798341,democrats,34.69404722314599
GASTON,41138,54664,837,43,97,44876,103577,24042,321,13715,3929,61622,73432,6601,141655,2020-05-23,,160890,25578,126462,15.897818385232146,78.6015289949655,2.1703233740009855,363.5851318359375,442.50984408405145,25.569022313381815,33.976008452980295,0.5202312138728323,0.02672633476288147,0.06028963888370937,27.89234880974579,88.04462676362732,93.99483931503636,14.943128845795265,16.97222124174932,81.90365485284117,64.37752501709242,73.11919805160424,republicans,33.976008452980295
GATES,3830,1799,29,0,4,2316,4944,2585,16,433,43,3567,4056,355,7978,2020-05-23,,9142,3145,5795,34.40166265587399,63.388755195799604,0.12332087939037237,345.696435546875,26.44516708868519,41.89455261430759,19.678407350689127,0.3172172391161671,0.0,0.04375410194705753,25.333625027346315,87.26755633340626,82.1939586645469,28.276088383285934,32.401604412133366,85.31492666091458,54.08007000656311,61.97041865129105,democrats,41.89455261430759
GRAHAM,1490,2678,26,0,2,1590,5380,4,267,135,18,2752,2964,70,5786,2020-05-23,,6748,13,6049,0.19264967397747482,89.64137522228809,0.09102705033102523,301.4247802734375,22.38701142579768,22.080616478956728,39.68583283935981,0.38529934795494963,0.0,0.02963841138114997,23.562537048014228,85.74392412566687,30.76923076923077,0.05927682276229994,0.06913238852402351,88.94032071416763,79.72732661529342,92.98306256481162,republicans,39.68583283935981
GRANVILLE,17287,9582,150,8,15,10899,22726,11882,78,3255,807,16185,19114,2642,37941,2020-05-23,,45207,14691,27815,32.49717964032119,61.52808193421373,0.609819185583085,536.306884765625,84.29315618380735,38.23965315106068,21.19583250381578,0.3318070210365651,0.017696374455283475,0.03318070210365651,24.10909814851682,83.92726790098878,80.87945000340345,26.28354015970978,31.317044885480087,81.70411648391156,50.27097573384653,59.89826309269655,democrats,38.23965315106068
GREENE,5606,2250,23,5,4,3121,6127,4028,10,844,424,4882,5859,268,11009,2020-05-23,,15373,6093,8262,39.63442399011254,53.743576400182135,0.20737386555110418,266.3340576171875,57.72074415693476,36.46653223183503,14.636050217914525,0.14961295778312625,0.032524556039810054,0.026019644831848047,20.301827880049437,71.61256748845378,66.1086492696537,26.20178234567098,36.58824598056136,74.15879932219802,39.85559097118324,55.65446452902171,democrats,36.46653223183503
GUILFORD,160988,90806,2040,129,143,112462,196275,125253,980,44060,10870,156740,196566,13262,366568,2020-05-23,,377164,129996,217532,34.4667041393134,57.67570605890276,5.087748430801838,657.76396484375,573.4032573365345,42.68381924043652,24.07599876976594,0.5408787689175001,0.03420262803448897,0.03791454115451103,29.817798093137203,97.19061204144616,96.35142619772915,33.20916100158021,34.1691036860828,90.22810437085118,52.03969625945212,53.5439536457083,democrats,42.68381924043652
HALIFAX,22883,4574,95,8,5,8889,14184,19384,1064,1822,254,15809,19704,941,36454,2020-05-23,,40163,21098,16426,52.530936434031325,40.898339267485,0.5417782190938006,731.264111328125,54.92270081059467,56.97532554839031,11.388591489679555,0.23653611533003013,0.019918830764634115,0.012449269227896322,22.132310833354083,90.7651320867465,91.87600720447436,48.26332694270846,53.17386295056784,86.35090709850238,35.316086945696284,38.909310363746094,democrats,56.97532554839031
HARNETT,24674,27210,539,23,47,23845,48934,16552,455,10397,3715,32812,39147,4379,76338,2020-05-23,,91068,20022,61667,21.985768876004744,67.71533359687267,1.2284604948941622,601.185986328125,151.4805768448093,27.094039618746432,29.878771906707076,0.591865419247156,0.02525585276935916,0.05160978609390785,26.183730838494313,83.82527342205825,82.66906402956748,18.17542934949708,21.682517226021115,79.35200350268377,53.7334738876444,64.10175797112841,republicans,29.878771906707076
HAYWOOD,14372,14024,275,11,19,14543,40809,455,101,1879,391,19752,22685,807,43244,2020-05-23,,48576,498,46323,1.025197628458498,95.3619071146245,0.6552652633194845,554.476708984375,87.60692597706364,29.58662714097497,28.870223978919633,0.5661231884057971,0.022644927536231884,0.03911396574440053,29.93865283267457,89.0233860342556,91.36546184738955,0.9366765480895916,1.0521690870409768,88.09662586620037,84.01062252964427,94.3691610396818,unaffiliated,29.93865283267457
HENDERSON,16917,30494,482,29,31,34126,73239,2354,142,6344,1997,36209,43069,2801,82079,2020-05-23,,87030,2780,78722,3.19430081581064,90.45386648282202,1.1739899511424312,375.0859130859375,232.0268422878899,19.43812478455705,35.03849247385959,0.5538320119499023,0.03332184304262898,0.03561990118349994,39.21176605768126,94.31115707227393,84.67625899280576,2.704814431805125,2.8679686643355793,93.03498386727979,84.15374008962426,89.22988827836596,unaffiliated,39.21176605768126
HERTFORD,10140,1436,33,3,9,2977,4651,9172,92,683,101,6164,8110,324,14598,2020-05-23,,18989,11346,6811,59.75038179998947,35.868134182948026,0.2561518462856903,361.4178466796875,52.54029421748316,53.39933645794934,7.562272894833852,0.17378482279214283,0.015798620253831164,0.0473958607614935,15.677497498551793,76.87608615514245,80.83906222457253,48.30164832271315,62.83052472941499,68.28659521362502,24.493127600189585,31.860528839567063,democrats,53.39933645794934
HOKE,13865,6624,229,10,28,10116,12902,12197,1990,3783,2022,13602,16664,606,30872,2020-05-23,,36475,13412,16039,36.77039067854695,43.972583961617545,0.492028995379986,392.3287353515625,92.97050333903036,38.012337217272105,18.160383824537355,0.6278272789581906,0.027416038382453736,0.07676490747087046,27.7340644276902,84.63879369431118,90.94094840441396,33.43934201507882,39.50829230370562,80.44142402892949,35.37217272104181,41.79191500388702,democrats,38.012337217272105
HYDE,1552,535,16,1,0,964,2274,643,1,150,36,1398,1567,103,3068,2020-05-23,,4052,1386,2499,34.20533070088845,61.67324777887463,0.054659396553247516,1378.1888671875,2.9400905031753775,38.302073050345506,13.20335636722606,0.39486673247778875,0.024679170779861797,0.0,23.790720631786773,75.71569595261599,46.39249639249639,15.868706811451135,20.958279009126468,90.99639855942377,56.12043435340573,74.11994784876141,democrats,38.302073050345506
IREDELL,28187,51008,636,35,45,42823,97986,13683,213,10852,3288,55632,62171,4931,122734,2020-05-23,,125492,15151,103122,12.073279571606157,82.17416249641411,1.6928225548519589,593.16591796875,211.56306557486894,22.461192745354285,40.6464157077742,0.506805214675039,0.027890224078028877,0.035858859528894275,34.12408759124087,97.80225034265132,90.31087056959937,10.90348388741912,11.148500008147701,95.01949147611568,78.08147132884964,79.83606824514804,republicans,40.6464157077742
JACKSON,9430,7622,192,9,6,10594,23448,653,1371,2381,576,12295,14215,1343,27853,2020-05-23,,34210,856,29295,2.502192341420637,85.63285589009061,0.46147530999175657,494.860205078125,69.13063456900757,27.56503946214557,22.28003507746273,0.5612394036831336,0.026308097047646885,0.017538731365097926,30.96755334697457,81.41771411867875,76.28504672897196,1.908798596901491,2.344451226079776,80.04096262160779,68.54136217480269,84.18482748716475,unaffiliated,30.96755334697457
JOHNSTON,38260,51266,855,37,106,43144,96410,21615,376,15267,5787,59873,69233,4562,133668,2020-05-23,,131255,21604,100022,16.459563445202086,76.2043350729496,1.7705624616477056,795.70380859375,164.95459564529094,29.149365738448058,39.058321587749035,0.6514037560473886,0.028189402308483488,0.08075882823511485,32.87036684316788,101.83840615595597,100.050916496945,16.467944078320826,16.170661639285395,96.38879446521766,73.45243990705116,72.12646257892689,republicans,39.058321587749035
JONES,3103,1986,26,1,1,2049,4433,2292,15,426,73,3228,3667,271,7166,2020-05-23,,7626,2507,4960,32.87437713086808,65.04065040650407,0.10287081888328371,474.618408203125,16.067644803056734,40.68974560713349,26.042486231313926,0.34093889325990034,0.013113034356150013,0.013113034356150013,26.868607395751376,93.968004196171,91.42401276426007,30.05507474429583,31.98437063912922,89.375,58.13008130081301,61.861568518001675,democrats,40.68974560713349
LEE,13422,10697,208,5,22,12268,24249,7344,141,4888,2643,15782,19097,1743,36622,2020-05-23,,41586,8655,28283,20.812292598470638,68.01086904246621,0.5609737574193858,259.2414794921875,160.41414391501044,32.27528495166643,25.72259895157024,0.5001683258789016,0.012023277064396673,0.05290241908334536,29.500312605203675,88.06329053046699,84.8526863084922,17.659789352185832,20.053519742231444,85.7370151681222,58.31048910691098,66.21429741685326,democrats,32.27528495166643
LENOIR,18379,9684,114,2,10,8905,19212,15486,63,2333,633,15821,19833,1440,37094,2020-05-23,,42517,17241,23189,40.55083848813416,54.540536726485875,0.573532468720243,401.9778564453125,105.76950774348006,43.22741491638639,22.776771644283464,0.26812804290048686,0.00470400075264012,0.0235200037632006,20.944563351130135,87.24510195921631,89.82077605707326,36.42307782769245,41.747991588936216,82.84962697830868,45.186631229861,51.79274276163261,democrats,43.22741491638639
LINCOLN,12130,26755,296,17,29,19001,50145,3122,81,4880,1486,26574,28998,2656,58228,2020-05-23,,61892,3374,55369,5.451431525883797,89.4606734311381,0.8348912565334639,307.111279296875,201.52955678378362,19.5986557228721,43.228527111743034,0.4782524397337297,0.027467200930653395,0.04685581335229109,30.70025205196148,94.08001034059329,92.5311203319502,5.044270665029406,5.361681665178264,90.56511766511947,81.0201641569185,86.11836229992444,republicans,43.228527111743034
MACON,5831,10802,148,14,14,8758,24262,181,50,1074,341,11777,13537,253,25567,2020-05-23,,26906,370,25490,1.3751579573329369,94.73723333085557,0.3629481055433558,519.645556640625,51.77760043584395,21.6717460789415,40.147179067865906,0.5500631829331748,0.05203300379097599,0.05203300379097599,32.55036051438341,95.02341485170594,48.91891891891892,0.672712406154761,0.70794383384832,95.1824244801883,90.17319556976139,94.89576407087262,republicans,40.147179067865906
MADISON,5820,4302,113,10,5,6010,15088,174,26,972,164,7514,8034,712,16260,2020-05-23,,17302,349,16421,2.0171078488036067,94.90810310946712,0.233395083702934,451.763671875,38.298785575630234,33.637729742226334,24.864177551728122,0.6531036874349786,0.05779678649867068,0.02889839324933534,34.73586868570108,93.97757484683852,49.8567335243553,1.0056640850768697,1.070110701107011,91.88234577674929,87.20379146919431,92.79212792127922,unaffiliated,34.73586868570108
MARTIN,8841,3289,36,4,6,3835,8635,6801,29,546,128,7029,8746,236,16011,2020-05-23,,18005,7664,9870,42.56595390169397,54.81810608164399,0.24287819223623436,462.456005859375,38.933433173911496,49.10302693696195,18.267148014440433,0.1999444598722577,0.022216051096917523,0.03332407664537628,21.299638989169676,88.92529852818662,88.73956158663883,37.772840877534016,42.47704703016676,87.48733535967578,47.9589003054707,53.931671975516835,democrats,49.10302693696195
MCDOWELL,6902,11247,153,8,10,9525,26383,796,25,641,375,13185,14660,0,27845,2020-05-23,,34704,1327,32124,3.8237667127708623,92.56569847856154,0.4681391159881298,448.05595703125,77.45461131672789,19.88819732595666,32.40836791147994,0.4408713692946058,0.023052097740894423,0.02881512217611803,27.44640387275242,80.23570769940065,59.98492840994725,2.2936837252189948,2.858681989585204,82.12862657203337,76.02293683725219,94.74950619500808,republicans,32.40836791147994
MECKLENBURG,324478,164716,5084,253,349,257960,399236,240183,2043,111378,35862,325987,391440,35413,752840,2020-05-23,,709447,236096,395360,33.27887777381538,55.72791202161684,9.570075248398764,549.38505859375,1291.3474600418826,45.736749891112375,23.217520124829623,0.716614489877327,0.03566157866620057,0.04919324487946245,36.36071475388577,106.11645408325076,101.73107549471402,33.85496027187373,31.90359173263907,100.98037231889923,56.274253044977286,53.03065724456724,democrats,45.736749891112375
MITCHELL,1043,6179,34,1,3,3109,9775,31,9,554,96,4824,5259,286,10369,2020-05-23,,11930,53,11452,0.44425817267393125,95.99329421626153,0.16092956586383092,221.617919921875,53.83138693931239,8.742665549036044,51.79379715004191,0.28499580888516346,0.008382229673093043,0.025146689019279127,26.06035205364627,86.91533948030175,58.490566037735846,0.2598491198658843,0.2989680779245829,85.35626964722319,81.93629505448449,94.27138586170315,republicans,51.79379715004191
MONTGOMERY,6223,5332,75,2,19,4471,11471,3185,42,1424,605,7367,8250,505,16122,2020-05-23,,19440,3883,14347,19.974279835390945,73.80144032921811,0.26223560439169097,501.343896484375,38.775778734559445,32.01131687242798,27.42798353909465,0.38580246913580246,0.0102880658436214,0.09773662551440329,22.99897119341564,82.9320987654321,82.02420808653103,16.383744855967077,19.755613447463094,79.95399735136266,59.007201646090536,71.15122193276268,democrats,32.01131687242798
MOORE,15866,28636,438,18,38,24624,56672,7923,312,4713,1282,31095,37106,1419,69620,2020-05-23,,73101,9057,60020,12.38970739114376,82.10557995102666,0.9860949031191873,705.23017578125,103.65551916297275,21.70421745256563,39.17319872505164,0.5991710099725038,0.02462346616325358,0.051982873011313116,33.6849017113309,95.23809523809524,87.47929778072209,10.838429022858785,11.380350474001723,94.4218593802066,77.5256152446615,81.40189600689457,republicans,39.17319872505164
NASH,31253,18859,234,8,36,15754,34592,26384,330,4838,1358,28875,35157,2112,66144,2020-05-23,,70634,28213,38595,39.942520599144885,54.640824532095024,0.9528163415947891,542.717626953125,130.14871176480273,44.246396919330635,26.69960642183651,0.3312852167511397,0.011325990316278279,0.05096695642325226,22.303706430331,93.64328793498882,93.51717293446283,37.353116063085764,39.88872762457668,89.62819018007514,48.97358212758728,52.29801644895984,democrats,44.246396919330635
NEW HANOVER,51052,52689,1231,59,77,64193,132009,20582,386,16324,3167,72731,85360,11210,169301,2020-05-23,,176835,23260,143676,13.153504679503492,81.24862159640342,2.385413225442627,219.5846923828125,805.3156988362152,28.86985042553793,29.795572143523625,0.6961291599513671,0.03336443577346113,0.043543416178923856,36.30107162043713,95.73953120140244,88.48667239896818,11.639098594735206,12.157045735110838,91.87964586987388,74.65094579692934,77.97295940366566,unaffiliated,36.30107162043713
NORTHAMPTON,9093,1405,27,4,4,3050,5233,7766,33,551,49,5914,7176,493,13583,2020-05-23,,16290,9203,6620,56.49478207489257,40.63842848373235,0.21974372405044473,549.893212890625,29.62393355314992,55.8195211786372,8.624923265807244,0.16574585635359115,0.024554941682013505,0.024554941682013505,18.723143032535297,83.38244321669735,84.38552645876345,47.67341927562922,57.17440918795553,79.04833836858006,32.12400245549417,38.526098799970555,democrats,55.8195211786372
ONSLOW,24989,40297,1096,40,93,41803,75555,18426,382,13955,5844,47124,56204,4990,108318,2020-05-23,,144189,21195,100276,14.69945696273641,69.5448335171199,1.945035471277445,819.47216796875,175.9535047509979,17.330725644813405,27.947346884991227,0.7601134621919842,0.027741367233284093,0.06449867881738551,28.99180936132437,75.12223539937166,86.93559801840057,12.779060816012317,17.011023098653965,75.34704216362839,52.39997503276949,69.75294964825791,unaffiliated,28.99180936132437
ORANGE,51564,14704,643,38,28,43550,78012,12149,260,20106,3855,46480,55683,8364,110527,2020-05-23,,104618,12928,80545,12.357338125370395,76.98961937716263,1.411243027790634,401.513720703125,260.5589662460214,49.28788544992258,14.054942744078456,0.6146169875164885,0.03632262134623105,0.026764036781433406,41.62763577969374,105.64816761933893,93.9743193069307,11.612724387772658,10.991884335954111,96.85517412626483,74.56842990689938,70.58184877903136,democrats,49.28788544992258
PAMLICO,3199,3339,45,1,5,2632,7136,1515,27,543,82,4169,4734,318,9221,2020-05-23,,10572,2132,8061,20.166477487703368,76.24858115777525,0.1426108441167159,561.64560546875,18.82325775731228,30.259175179720014,31.583427922814984,0.42565266742338254,0.009458948164964056,0.04729474082482028,24.895951570185396,87.22096102913356,71.06003752345215,14.330306469920545,16.429888298449193,88.52499689864781,67.4990541051835,77.38856956946101,republicans,31.583427922814984
PASQUOTANK,11318,6343,168,15,11,9509,15642,9702,41,1979,284,11936,14386,1042,27364,2020-05-23,,30047,11278,17357,37.53452923752787,57.76616633940161,0.4053185805121985,289.19130859375,103.9000796604486,37.66765400871967,21.110260591739607,0.559124039005558,0.04992178919692482,0.036609312077744864,31.64708623157054,91.07065597231005,86.025891115446,32.289413252570974,35.455342786142374,90.11926024082503,52.0584417745532,57.162695512351995,democrats,37.66765400871967
PENDER,11477,16139,275,12,23,13867,32234,6018,101,3440,850,18949,21211,1633,41793,2020-05-23,,44201,7009,34911,15.857107305264586,78.9823759643447,0.5962487628455315,880.38857421875,50.20623994265671,25.965475894210538,36.51274858034886,0.622157869731454,0.027148707042827087,0.05203502183208525,31.372593380240264,94.55215945340603,85.86103581110001,13.615076581977783,14.399540592922259,92.33192976425768,72.92595190154069,77.12774866604455,republicans,36.51274858034886
PERQUIMANS,3169,2715,34,2,7,3040,6626,1969,18,354,38,4074,4716,177,8967,2020-05-23,,10751,2492,7942,23.179239140545064,73.8721979350758,0.1450254620789645,328.957568359375,32.682026601847014,29.476327783462004,25.253464793972654,0.3162496511952377,0.018602920658543392,0.06511022230490186,28.276439400985954,83.4061947725793,79.01284109149277,18.314575388335967,21.958291513326643,83.42986653235961,61.631476141754256,73.89316382290622,democrats,29.476327783462004
PERSON,10960,6882,102,5,8,8179,17400,6990,124,1622,360,11556,13771,809,26136,2020-05-23,,30124,8161,20847,27.091355729650775,69.20395697782499,0.40635727092054,404.0411376953125,74.5567646201326,36.382950471384945,22.845571637232773,0.33860045146726864,0.016598061346434736,0.02655689815429558,27.151108750497944,86.76138627008365,85.65126822693297,23.20408976231576,26.744719926538107,83.46524679810045,57.76125348559288,66.57483930211203,democrats,36.382950471384945
PITT,51777,30865,731,54,69,37186,67500,41855,257,11070,2785,50734,64137,5811,120682,2020-05-23,,133905,45435,80498,33.930771815839584,60.11575370598559,1.806309599077643,654.7935546875,204.49956943132423,38.66696538590792,23.049923453194427,0.54590941339009,0.040327097569172174,0.05152906911616444,27.770434263096973,90.12508868227475,92.12061186310113,31.2572346066241,34.68205697618534,83.85301498173868,50.408871961465216,55.932119122984375,democrats,38.66696538590792
POLK,3909,5600,81,9,8,5858,14080,663,7,715,208,6995,8205,265,15465,2020-05-23,,16692,813,15120,4.8705966930266,90.5823148813803,0.2251664973511371,238.625048828125,69.95074524645895,23.418404025880662,33.54900551162233,0.4852624011502516,0.05391804457225018,0.047927150730889045,35.09465612269351,92.64917325664989,81.54981549815498,3.97196261682243,4.28709990300679,93.12169312169313,84.35178528636473,91.04429356611703,unaffiliated,35.09465612269351
RANDOLPH,16760,45966,506,22,49,26271,76184,5690,274,7426,2959,40910,45778,2886,89574,2020-05-23,,103503,6494,90833,6.2742142739823965,87.75880892341284,1.3962022510984151,790.106201171875,130.99884527736364,16.19276735940021,44.410306947624704,0.4888747186071901,0.0212554225481387,0.047341622948127104,25.381872989188718,86.54241906031709,87.61934093008931,5.497425195404964,6.35228972692969,83.87260136734447,73.60559597306359,85.05146582713733,republicans,44.410306947624704
