CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian
ALAMANCE,36792,33375,556,17,42,31955,70181,21076,258,11222,3998,44020,53978,4739,102737,2020-03-14,
ALEXANDER,5242,10930,91,1,15,7518,21612,931,35,1219,334,11145,12006,646,23797,2020-03-14,
ALLEGHANY,2194,2704,33,2,1,2259,6666,73,7,447,177,3330,3606,257,7193,2020-03-14,
ANSON,10111,2478,29,7,24,3372,6656,6818,27,2520,82,6205,7558,2258,16021,2020-03-14,
ASHE,4539,8082,76,3,7,5660,17504,103,21,739,208,8491,9511,365,18367,2020-03-14,
AVERY,1354,6750,53,3,3,3428,10925,76,18,572,87,5341,5967,283,11591,2020-03-14,
BEAUFORT,11949,11115,102,8,9,9455,22804,7712,43,2079,468,14298,16912,1428,32638,2020-03-14,
BERTIE,8649,1448,27,2,2,2707,4584,7664,19,568,37,5503,6941,391,12835,2020-03-14,
BLADEN,10850,4373,51,1,7,6679,12596,7926,383,1056,430,9917,11710,334,21961,2020-03-14,
BRUNSWICK,26040,40988,469,16,35,38390,88975,8569,319,8075,1355,46744,53927,5267,105938,2020-03-14,
BUNCOMBE,74301,44660,1521,157,79,75502,166570,10577,379,18694,3900,85839,101388,8993,196220,2020-03-14,
BURKE,15417,20355,285,18,25,18487,47486,3166,79,3856,943,25023,28136,1428,54587,2020-03-14,
CABARRUS,41493,49130,926,46,83,47566,94927,26180,351,17786,5217,60348,71385,7511,139244,2020-03-14,
CALDWELL,11582,24047,362,31,19,15351,46036,2691,65,2600,869,23958,26399,1035,51392,2020-03-14,
CAMDEN,1809,2585,60,0,2,3224,6289,963,10,418,35,3635,3850,195,7680,2020-03-14,
CARTERET,10659,23063,247,5,12,18394,46499,2472,96,3313,546,23526,26569,2285,52380,2020-03-14,
CASWELL,6895,3425,37,2,7,4365,9097,4813,17,804,157,6618,7653,460,14731,2020-03-14,
CATAWBA,22673,44071,459,16,46,35148,83186,8926,120,10181,3310,46251,52413,3749,102413,2020-03-14,
CHATHAM,20415,13120,271,16,24,20483,41143,6048,109,7029,1695,23028,27183,4118,54329,2020-03-14,
CHEROKEE,4258,10008,127,7,8,7012,20455,216,124,625,176,10153,11199,68,21420,2020-03-14,
CHOWAN,4177,2680,32,3,1,2963,6413,2982,12,449,61,4297,5383,176,9856,2020-03-14,
CLAY,1619,3856,55,3,5,3118,8251,46,15,344,58,4014,4435,207,8656,2020-03-14,
CLEVELAND,23129,21711,281,10,28,17897,45819,13437,88,3712,657,27977,33006,2073,63056,2020-03-14,
COLUMBUS,17061,8139,78,3,11,9800,21919,10742,939,1492,308,15663,18766,663,35092,2020-03-14,
CRAVEN,21358,24782,410,27,29,22425,48622,14623,164,5622,1621,30280,36515,2236,69031,2020-03-14,
CUMBERLAND,92304,47694,1316,47,113,68073,88787,85947,2279,32534,12148,86290,108536,14721,209547,2020-03-14,
CURRITUCK,3562,7977,175,10,9,8526,18098,1076,46,1039,152,9604,10153,502,20259,2020-03-14,
DARE,8009,9602,221,11,10,11858,27621,573,36,1481,262,13811,15216,684,29711,2020-03-14,
DAVIDSON,23393,50514,481,22,42,32236,88188,10102,248,8150,2124,48044,54768,3876,106688,2020-03-14,
DAVIE,5008,15237,135,6,14,9313,25574,1864,35,2240,548,13578,15124,1011,29713,2020-03-14,
DUPLIN,12435,8253,105,3,18,8417,17889,8382,49,2911,1614,12700,15242,1289,29231,2020-03-14,
DURHAM,124345,25886,1139,108,54,76601,109598,78781,574,39180,9357,93684,118850,15599,228133,2020-03-14,
EDGECOMBE,23241,5890,78,6,14,5428,12167,20839,72,1579,428,14665,19244,748,34657,2020-03-14,
FORSYTH,101918,73321,1393,87,111,80500,159239,68501,510,29080,10385,109139,134673,13518,257330,2020-03-14,
FRANKLIN,16649,13668,237,16,29,13334,28472,10924,129,4408,1096,19237,21989,2707,43933,2020-03-14,
GASTON,41114,53895,829,35,86,44247,102893,23779,320,13214,3874,61128,72864,6214,140206,2020-03-14,
GATES,3833,1756,29,0,2,2280,4898,2575,16,411,41,3538,4028,334,7900,2020-03-14,
GRAHAM,1498,2688,26,0,2,1596,5402,4,268,136,19,2764,2976,70,5810,2020-03-14,
GRANVILLE,17365,9444,154,8,16,10746,22688,11906,77,3062,791,16173,19108,2452,37733,2020-03-14,
GREENE,5667,2233,21,5,4,3103,6179,4030,10,814,421,4893,5901,239,11033,2020-03-14,
GUILFORD,160445,90508,2050,123,146,111275,196082,124964,977,42524,10736,156113,196091,12343,364547,2020-03-14,
HALIFAX,22981,4563,97,8,5,8838,14214,19433,1069,1776,255,15837,19757,898,36492,2020-03-14,
HARNETT,24681,26792,541,22,46,23469,48664,16493,452,9942,3623,32577,38925,4049,75551,2020-03-14,
HAYWOOD,14461,14079,276,11,19,14591,40989,458,101,1889,391,19849,22777,811,43437,2020-03-14,
HENDERSON,17043,30690,485,29,31,34316,73681,2367,144,6402,2010,36457,43302,2835,82594,2020-03-14,
HERTFORD,10192,1407,33,4,7,2921,4660,9169,90,645,101,6160,8113,291,14564,2020-03-14,
HOKE,13767,6489,225,9,26,9917,12693,12043,1947,3750,1989,13368,16446,619,30433,2020-03-14,
HYDE,1563,530,16,1,0,933,2269,641,1,132,35,1386,1570,87,3043,2020-03-14,
IREDELL,28187,50284,641,34,43,42094,97341,13574,212,10156,3213,55137,61783,4363,121283,2020-03-14,
JACKSON,9489,7672,198,9,6,10665,23591,665,1380,2403,585,12368,14315,1356,28039,2020-03-14,
JOHNSTON,38028,50586,841,31,97,42461,95864,21359,371,14450,5648,59242,68545,4257,132044,2020-03-14,
JONES,3122,1941,24,1,1,2011,4403,2285,15,397,73,3225,3643,232,7100,2020-03-14,
LEE,13448,10508,211,4,18,12104,24160,7345,137,4651,2616,15718,19019,1556,36293,2020-03-14,
LENOIR,18487,9623,112,2,10,8759,19245,15511,64,2173,628,15845,19860,1288,36993,2020-03-14,
LINCOLN,12206,26427,300,12,29,18734,49979,3123,83,4523,1455,26469,28869,2370,57708,2020-03-14,
MACON,5868,10831,147,14,14,8788,24353,182,50,1077,342,11825,13582,255,25662,2020-03-14,
MADISON,5854,4329,113,10,5,6036,15168,176,27,976,166,7556,8074,717,16347,2020-03-14,
MARTIN,8927,3241,38,2,6,3789,8647,6811,29,516,127,7052,8739,212,16003,2020-03-14,
MCDOWELL,6950,11321,154,8,10,9574,26549,799,25,644,374,13270,14747,0,28017,2020-03-14,
MECKLENBURG,321975,164070,5066,231,325,254201,397360,238922,2030,107556,35341,323698,389246,32924,745868,2020-03-14,
MITCHELL,1049,6202,34,1,3,3123,9831,31,9,541,96,4854,5277,281,10412,2020-03-14,
MONTGOMERY,6280,5218,73,1,17,4433,11440,3190,42,1350,599,7368,8225,429,16022,2020-03-14,
MOORE,15890,28363,434,16,32,24380,56459,7919,310,4427,1260,30962,36973,1180,69115,2020-03-14,
NASH,31480,18700,232,8,38,15339,34587,26370,326,4514,1338,28826,35151,1820,65797,2020-03-14,
NEW HANOVER,50740,52399,1246,59,71,63556,131454,20582,384,15651,3106,72373,85094,10604,168071,2020-03-14,
NORTHAMPTON,9083,1389,26,4,3,2963,5204,7744,33,487,48,5887,7149,432,13468,2020-03-14,
ONSLOW,24805,39506,1084,41,81,41003,74654,18282,372,13212,5714,46502,55631,4387,106520,2020-03-14,
ORANGE,51478,14808,671,38,26,43447,78214,12185,265,19804,3831,46601,55885,7982,110468,2020-03-14,
PAMLICO,3240,3284,44,1,5,2624,7140,1517,28,513,83,4181,4729,288,9198,2020-03-14,
PASQUOTANK,11316,6229,167,14,9,9433,15563,9678,40,1887,276,11867,14338,963,27168,2020-03-14,
PENDER,11463,15974,273,10,24,13648,32080,5996,99,3217,838,18852,21087,1453,41392,2020-03-14,
PERQUIMANS,3485,2793,40,3,7,3240,7030,2171,22,345,45,4356,5060,152,9568,2020-03-14,
PERSON,11041,6799,105,4,8,8077,17400,6978,122,1534,354,11535,13756,743,26034,2020-03-14,
PITT,51916,30743,742,52,63,36903,67609,41859,259,10692,2786,50726,64155,5538,120419,2020-03-14,
POLK,3909,5605,81,9,8,5862,14090,663,7,714,207,6998,8212,264,15474,2020-03-14,
RANDOLPH,16841,45543,509,20,43,26039,75978,5642,272,7103,2927,40743,45633,2619,88995,2020-03-14,
RICHMOND,14071,6091,84,8,19,8042,16966,9375,394,1580,395,12617,15120,578,28315,2020-03-14,
ROBESON,43405,9951,204,12,53,20493,21270,20558,25953,6337,1663,32551,40510,1057,74118,2020-03-14,
ROCKINGHAM,19997,21226,262,11,27,16902,43021,11308,107,3989,894,26698,31727,0,58425,2020-03-14,
ROWAN,24797,37961,425,29,50,28315,68698,15530,175,7174,2049,41024,46915,3638,91577,2020-03-14,
RUTHERFORD,12275,17399,213,11,19,13649,36554,4199,66,2747,629,19501,22507,1558,43566,2020-03-14,
SAMPSON,14400,13717,131,5,19,7934,21649,10606,524,3427,1991,15982,19436,788,36206,2020-03-14,
SCOTLAND,11226,3666,69,6,19,6148,9743,8445,1571,1375,185,8917,11494,723,21134,2020-03-14,
STANLY,9706,18713,150,10,26,12411,33396,4362,82,3176,444,18466,20774,1776,41016,2020-03-14,
STOKES,6459,15018,156,9,13,8292,27084,1208,52,1603,300,14155,15681,111,29947,2020-03-14,
SURRY,11506,19377,131,8,11,13210,39175,1716,53,3299,1412,19873,22964,1406,44243,2020-03-14,
SWAIN,3389,2686,39,5,0,3415,7550,115,1507,362,60,4460,4985,89,9534,2020-03-14,
TRANSYLVANIA,6197,8152,119,3,5,10825,22968,834,46,1453,189,11360,13085,856,25301,2020-03-14,
TYRRELL,1172,361,9,0,1,688,1418,684,7,122,35,1014,1168,49,2231,2020-03-14,
UNION,38452,64703,853,39,66,53912,119231,18929,418,19447,6505,71553,79567,6905,158025,2020-03-14,
VANCE,18185,4289,78,7,19,6020,11681,14989,53,1875,576,12201,15498,899,28598,2020-03-14,
WAKE,275245,184047,5468,249,306,286676,480510,143305,1890,126286,27786,328339,376612,47040,751991,2020-03-14,
WARREN,8562,1891,41,1,1,2494,5128,6737,548,577,69,5767,6916,307,12990,2020-03-14,
WASHINGTON,5206,1137,21,0,0,1746,3686,4029,10,385,49,3520,4427,163,8110,2020-03-14,
WATAUGA,12096,13435,489,11,13,19689,41243,1017,74,3399,1231,20735,23863,1135,45733,2020-03-14,
WAYNE,29559,23570,354,17,39,19028,41098,24156,134,7179,2297,31377,37873,3317,72567,2020-03-14,
WILKES,8328,21652,146,7,13,11077,37752,1620,43,1808,712,18998,21113,1112,41223,2020-03-14,
WILSON,27521,13327,182,4,34,14113,27421,22933,102,4725,1372,23651,29697,1833,55181,2020-03-14,
YADKIN,3520,13144,97,9,9,6595,21146,727,27,1474,735,10835,11904,635,23374,2020-03-14,
YANCEY,4483,4867,51,1,4,4080,12764,80,21,621,76,6255,6812,419,13486,2020-03-14,
ALAMANCE,36778,33470,553,18,39,32056,70247,21111,258,11298,4023,44079,54047,4788,102914,2020-03-21,
ALEXANDER,5206,10963,90,1,15,7548,21621,931,35,1236,337,11148,12010,665,23823,2020-03-21,
ALLEGHANY,2174,2716,32,2,1,2276,6669,75,8,449,177,3332,3609,260,7201,2020-03-21,
ANSON,10069,2537,28,7,23,3442,6692,6831,28,2555,85,6252,7579,2275,16106,2020-03-21,
ASHE,4540,8080,76,3,5,5658,17492,103,21,746,209,8489,9507,366,18362,2020-03-21,
AVERY,1353,6749,53,3,3,3419,10911,77,17,575,86,5335,5963,282,11580,2020-03-21,
BEAUFORT,11922,11204,98,10,11,9553,22889,7732,43,2134,472,14352,16971,1475,32798,2020-03-21,
BERTIE,8662,1453,26,2,2,2713,4590,7675,19,574,37,5513,6950,395,12858,2020-03-21,
BLADEN,10835,4438,54,1,7,6775,12652,7967,387,1104,441,9980,11772,358,22110,2020-03-21,
BRUNSWICK,26081,41067,471,16,36,38428,89101,8581,321,8096,1356,46815,53984,5300,106099,2020-03-21,
BUNCOMBE,74245,44635,1519,157,79,75449,166463,10572,378,18671,3898,85783,101317,8984,196084,2020-03-21,
BURKE,15403,20341,284,18,25,18470,47445,3163,79,3854,941,25004,28109,1428,54541,2020-03-21,
CABARRUS,41460,49069,925,46,83,47496,94809,26154,350,17766,5214,60278,71305,7496,139079,2020-03-21,
CALDWELL,11571,24041,361,31,19,15353,46023,2689,65,2599,870,23957,26385,1034,51376,2020-03-21,
CAMDEN,1791,2621,56,0,2,3266,6329,969,11,427,37,3657,3876,203,7736,2020-03-21,
CARTERET,10660,23063,249,5,12,18389,46492,2469,96,3321,547,23524,26562,2292,52378,2020-03-21,
CASWELL,6904,3462,39,2,7,4397,9136,4826,18,831,160,6643,7689,479,14811,2020-03-21,
CATAWBA,22640,44443,455,18,44,35571,83674,8978,122,10397,3374,46595,52702,3874,103171,2020-03-21,
CHATHAM,20496,13188,271,15,22,20716,41370,6072,114,7152,1719,23168,27333,4207,54708,2020-03-21,
CHEROKEE,4257,10006,127,7,8,7007,20447,216,124,625,176,10150,11194,68,21412,2020-03-21,
CHOWAN,4180,2679,29,3,1,3010,6426,3001,12,463,61,4318,5406,178,9902,2020-03-21,
CLAY,1619,3856,55,3,5,3118,8251,46,15,344,58,4014,4435,207,8656,2020-03-21,
CLEVELAND,23050,21907,281,9,30,18018,45958,13476,88,3773,662,28078,33090,2127,63295,2020-03-21,
COLUMBUS,17054,8134,78,2,11,9793,21908,10736,939,1489,305,15661,18749,662,35072,2020-03-21,
CRAVEN,21339,24806,407,27,29,22451,48629,14622,163,5645,1617,30291,36520,2248,69059,2020-03-21,
CUMBERLAND,92675,47946,1326,53,120,68473,89167,86323,2294,32809,12213,86772,108972,14849,210593,2020-03-21,
CURRITUCK,3556,8073,174,11,8,8647,18263,1081,47,1078,156,9702,10246,521,20469,2020-03-21,
DARE,8011,9626,221,11,10,11890,27649,572,36,1512,261,13826,15231,712,29769,2020-03-21,
DAVIDSON,23502,50775,478,23,43,32426,88498,10163,249,8337,2142,48271,54968,4008,107247,2020-03-21,
DAVIE,5002,15285,133,6,15,9338,25618,1871,35,2255,552,13608,15151,1020,29779,2020-03-21,
DUPLIN,12434,8282,104,3,20,8473,17921,8402,49,2944,1621,12736,15272,1308,29316,2020-03-21,
DURHAM,124338,25884,1139,108,54,76597,109593,78775,574,39178,9356,93682,118839,15599,228120,2020-03-21,
EDGECOMBE,23175,5875,76,6,14,5402,12137,20770,72,1569,425,14621,19183,744,34548,2020-03-21,
FORSYTH,101919,73269,1379,84,109,80469,159160,68474,511,29084,10401,109101,134616,13512,257229,2020-03-21,
FRANKLIN,16714,13763,241,17,29,13453,28617,10978,130,4492,1104,19331,22112,2774,44217,2020-03-21,
GASTON,41135,54281,828,34,90,44663,103322,23938,322,13449,3920,61432,73191,6408,141031,2020-03-21,
GATES,3831,1756,29,0,2,2276,4896,2572,16,410,41,3537,4024,333,7894,2020-03-21,
GRAHAM,1496,2686,26,0,2,1593,5395,4,268,136,19,2762,2971,70,5803,2020-03-21,
GRANVILLE,17362,9528,148,8,15,10883,22798,11934,77,3135,802,16244,19198,2502,37944,2020-03-21,
GREENE,5655,2233,21,5,4,3117,6167,4035,10,823,422,4894,5893,248,11035,2020-03-21,
GUILFORD,160719,90584,2055,122,142,111481,196268,125169,982,42684,10773,156392,196321,12390,365103,2020-03-21,
HALIFAX,22961,4565,96,8,5,8857,14221,19427,1068,1776,255,15834,19759,899,36492,2020-03-21,
HARNETT,24695,27044,543,23,47,23668,48928,16552,453,10087,3682,32789,39100,4131,76020,2020-03-21,
HAYWOOD,14436,14065,276,11,19,14577,40937,458,101,1888,391,19828,22745,811,43384,2020-03-21,
HENDERSON,17036,30676,485,29,31,34302,73661,2367,144,6387,2007,36443,43290,2826,82559,2020-03-21,
HERTFORD,10186,1422,33,3,9,2951,4674,9189,90,651,102,6172,8134,298,14604,2020-03-21,
HOKE,13844,6552,229,10,27,9991,12805,12119,1968,3761,2010,13494,16550,609,30653,2020-03-21,
HYDE,1551,531,16,1,0,951,2271,644,1,134,36,1393,1570,87,3050,2020-03-21,
IREDELL,28157,50482,627,34,41,42279,97488,13591,212,10329,3242,55224,61902,4494,121620,2020-03-21,
JACKSON,9500,7678,198,9,6,10665,23600,667,1381,2408,583,12378,14320,1358,28056,2020-03-21,
JOHNSTON,38063,50592,838,30,98,42418,95825,21378,372,14464,5650,59243,68522,4274,132039,2020-03-21,
JONES,3119,1938,24,1,1,2003,4397,2281,15,393,73,3216,3639,231,7086,2020-03-21,
LEE,13424,10563,209,4,18,12109,24165,7348,137,4677,2627,15725,19032,1570,36327,2020-03-21,
LENOIR,18488,9679,109,2,10,8872,19286,15551,64,2259,632,15886,19915,1359,37160,2020-03-21,
LINCOLN,12150,26667,295,13,29,18947,50219,3127,81,4674,1475,26603,29020,2478,58101,2020-03-21,
MACON,5863,10831,147,14,14,8783,24343,182,50,1077,342,11821,13576,255,25652,2020-03-21,
MADISON,5845,4320,113,10,5,6029,15145,176,27,974,166,7546,8060,716,16322,2020-03-21,
MARTIN,8922,3283,38,2,6,3830,8683,6837,29,532,129,7091,8767,223,16081,2020-03-21,
MCDOWELL,6944,11307,154,8,10,9568,26524,799,25,643,374,13257,14734,0,27991,2020-03-21,
MECKLENBURG,322181,163983,5070,234,325,254428,397389,239012,2023,107797,35407,323811,389374,33036,746221,2020-03-21,
MITCHELL,1047,6195,34,1,3,3120,9815,31,9,545,96,4846,5273,281,10400,2020-03-21,
MONTGOMERY,6262,5293,73,1,18,4466,11489,3206,43,1375,603,7400,8263,450,16113,2020-03-21,
MOORE,15906,28444,439,17,34,24475,56589,7943,311,4472,1263,31051,37048,1216,69315,2020-03-21,
NASH,31488,18833,233,8,36,15563,34701,26530,331,4599,1356,28994,35301,1866,66161,2020-03-21,
NEW HANOVER,51028,52475,1236,56,70,63656,131563,20597,385,15976,3115,72465,85191,10865,168521,2020-03-21,
NORTHAMPTON,9093,1398,26,4,3,2968,5217,7755,33,487,49,5904,7155,433,13492,2020-03-21,
ONSLOW,24968,39957,1096,38,86,41529,75352,18408,378,13536,5795,46977,56106,4591,107674,2020-03-21,
ORANGE,51515,14830,668,39,26,43489,78256,12187,263,19861,3839,46632,55910,8025,110567,2020-03-21,
PAMLICO,3228,3336,45,1,5,2642,7178,1524,28,527,83,4197,4757,303,9257,2020-03-21,
PASQUOTANK,11333,6228,165,14,9,9424,15560,9677,40,1896,278,11863,14338,972,27173,2020-03-21,
PENDER,11501,16042,273,10,24,13691,32178,6009,100,3254,839,18918,21142,1481,41541,2020-03-21,
PERQUIMANS,3181,2644,32,3,7,2971,6549,1951,18,320,36,4028,4663,147,8838,2020-03-21,
PERSON,11024,6820,100,4,8,8114,17412,6989,122,1547,357,11554,13766,750,26070,2020-03-21,
PITT,51974,30935,734,51,67,37213,67841,42016,256,10861,2802,50945,64405,5624,120974,2020-03-21,
POLK,3909,5605,81,9,8,5861,14087,663,7,716,207,6998,8210,265,15473,2020-03-21,
RANDOLPH,16838,45911,504,19,46,26247,76344,5693,276,7252,2949,40999,45865,2701,89565,2020-03-21,
RICHMOND,13998,6177,85,8,19,8134,17023,9401,392,1605,401,12658,15168,595,28421,2020-03-21,
ROBESON,43382,9933,201,12,53,20494,21238,20550,25941,6346,1662,32527,40481,1067,74075,2020-03-21,
ROCKINGHAM,20040,21362,266,11,29,16982,43178,11358,107,4047,903,26819,31830,41,58690,2020-03-21,
ROWAN,24773,37950,425,29,50,28318,68651,15526,175,7193,2050,41013,46877,3655,91545,2020-03-21,
RUTHERFORD,12289,17423,212,11,19,13680,36597,4207,66,2764,632,19525,22540,1569,43634,2020-03-21,
SAMPSON,14441,13823,130,5,22,7980,21742,10648,525,3486,2018,16086,19511,804,36401,2020-03-21,
SCOTLAND,11211,3695,68,6,18,6199,9758,8460,1586,1393,187,8946,11511,740,21197,2020-03-21,
STANLY,9672,18865,151,11,29,12524,33531,4383,83,3255,449,18547,20861,1844,41252,2020-03-21,
STOKES,6460,15060,155,9,12,8300,27119,1209,53,1615,300,14174,15710,112,29996,2020-03-21,
SURRY,11433,19568,126,8,11,13341,39341,1731,54,3361,1429,19973,23064,1450,44487,2020-03-21,
SWAIN,3386,2686,39,5,0,3415,7548,115,1506,362,60,4459,4983,89,9531,2020-03-21,
TRANSYLVANIA,6192,8147,119,3,5,10822,22955,834,46,1453,189,11354,13078,856,25288,2020-03-21,
TYRRELL,1173,364,9,0,1,687,1418,685,7,124,35,1017,1166,51,2234,2020-03-21,
UNION,38533,64826,855,37,69,54043,119389,18958,420,19596,6537,71701,79680,6982,158363,2020-03-21,
VANCE,18138,4300,76,7,19,6059,11667,14974,53,1905,575,12192,15485,922,28599,2020-03-21,
WAKE,276426,183706,5352,235,298,287863,480808,143459,1904,127709,27893,328846,377087,47947,753880,2020-03-21,
WARREN,8571,1895,43,0,2,2510,5142,6740,548,591,72,5780,6926,315,13021,2020-03-21,
WASHINGTON,5196,1150,19,0,0,1763,3694,4035,10,389,50,3529,4433,166,8128,2020-03-21,
WATAUGA,12064,13434,486,12,14,19623,41151,1009,74,3399,1220,20693,23787,1153,45633,2020-03-21,
WAYNE,29516,23807,354,19,41,19189,41258,24246,137,7285,2326,31511,38026,3389,72926,2020-03-21,
WILKES,8288,21800,144,7,12,11148,37882,1623,44,1850,720,19084,21182,1133,41399,2020-03-21,
WILSON,27571,13371,184,4,34,14190,27479,22991,103,4781,1392,23710,29788,1856,55354,2020-03-21,
YADKIN,3524,13230,97,9,10,6670,21253,736,28,1523,747,10897,11971,672,23540,2020-03-21,
YANCEY,4482,4866,51,1,4,4078,12760,80,21,621,76,6253,6810,419,13482,2020-03-21,
ALAMANCE,36980,33976,568,21,47,32727,70217,21247,256,12599,4140,44160,54243,5916,104319,2020-08-01,
ALEXANDER,5129,11044,97,1,17,7592,21511,923,35,1411,338,11095,11954,831,23880,2020-08-01,
ALLEGHANY,2135,2761,30,4,2,2312,6657,74,8,505,181,3322,3604,318,7244,2020-08-01,
ANSON,10020,2599,30,8,23,3485,6675,6807,28,2655,84,6235,7545,2385,16165,2020-08-01,
ASHE,4489,8298,77,3,9,5803,17596,106,21,956,217,8561,9559,559,18679,2020-08-01,
AVERY,1371,6856,53,4,4,3498,10996,78,18,694,90,5388,6000,398,11786,2020-08-01,
BEAUFORT,11800,11390,102,13,15,9641,22873,7676,42,2370,479,14311,16902,1748,32961,2020-08-01,
BERTIE,8585,1481,29,2,1,2770,4553,7654,19,642,38,5498,6903,467,12868,2020-08-01,
BLADEN,10728,4553,58,3,7,6855,12607,7952,396,1249,440,9964,11740,500,22204,2020-08-01,
BRUNSWICK,26362,42278,497,19,36,39376,90325,8617,328,9298,1378,47428,54550,6590,108568,2020-08-01,
BUNCOMBE,74885,44977,1508,182,84,76691,167458,10647,382,19840,3961,86470,101871,9986,198327,2020-08-01,
BURKE,15257,20947,298,27,36,18978,47747,3180,80,4536,958,25232,28184,2127,55543,2020-08-01,
CABARRUS,42312,49826,959,54,99,49026,94988,26689,352,20247,5356,60859,71817,9600,142276,2020-08-01,
CALDWELL,11260,24318,353,35,25,15600,45754,2660,59,3118,900,23792,26206,1593,51591,2020-08-01,
CAMDEN,1774,2676,57,1,2,3308,6359,965,11,483,34,3676,3883,259,7818,2020-08-01,
CARTERET,9799,22184,235,6,19,17219,43499,2194,82,3687,496,21891,24804,2767,49462,2020-08-01,
CASWELL,6844,3538,39,4,6,4453,9110,4816,18,940,160,6617,7665,602,14884,2020-08-01,
CATAWBA,22567,44782,482,23,52,36015,83412,8963,119,11427,3432,46502,52584,4835,103921,2020-08-01,
CHATHAM,20635,13384,268,12,23,21024,41342,6042,116,7846,1741,23203,27306,4837,55346,2020-08-01,
CHEROKEE,4204,10225,122,10,7,7093,20545,221,124,771,179,10240,11308,113,21661,2020-08-01,
CHOWAN,4150,2719,32,3,2,3042,6423,3002,13,510,63,4342,5411,195,9948,2020-08-01,
CLAY,1617,3918,57,3,4,3155,8277,45,15,417,57,4030,4441,283,8754,2020-08-01,
CLEVELAND,22668,22518,297,12,46,18376,45928,13448,90,4451,672,28083,33069,2765,63917,2020-08-01,
COLUMBUS,16803,8468,88,5,16,10016,21948,10727,941,1780,317,15668,18761,967,35396,2020-08-01,
CRAVEN,21254,25208,436,32,34,22977,48797,14621,162,6361,1639,30401,36608,2932,69941,2020-08-01,
CUMBERLAND,93222,48851,1401,64,143,69902,89414,86658,2308,35203,12451,87196,109239,17148,213583,2020-08-01,
CURRITUCK,3541,8291,177,12,8,8789,18460,1082,44,1232,159,9796,10351,671,20818,2020-08-01,
DARE,7618,9480,191,15,11,11348,26334,517,35,1777,244,13125,14508,1030,28663,2020-08-01,
DAVIDSON,23427,51455,495,31,53,32889,88319,10195,251,9585,2169,48237,54875,5238,108350,2020-08-01,
DAVIE,5013,15495,138,7,20,9497,25605,1878,35,2652,560,13631,15152,1387,30170,2020-08-01,
DUPLIN,12316,8472,101,3,21,8634,17883,8405,51,3208,1633,12751,15222,1574,29547,2020-08-01,
DURHAM,125794,25852,1168,122,67,78221,109665,78416,593,42550,9522,93802,118845,18577,231224,2020-08-01,
EDGECOMBE,22933,6043,85,6,13,5509,12076,20582,72,1859,439,14533,19069,987,34589,2020-08-01,
FORSYTH,102666,73665,1423,95,129,82321,159365,68692,508,31734,10643,109520,134768,16011,260299,2020-08-01,
FRANKLIN,16720,13990,265,20,28,13785,28552,10929,130,5197,1126,19273,22059,3476,44808,2020-08-01,
GASTON,41283,55271,883,45,112,45482,103669,24230,322,14855,3964,61847,73599,7630,143076,2020-08-01,
GATES,3827,1822,32,0,4,2338,4962,2585,17,459,42,3576,4066,381,8023,2020-08-01,
GRAHAM,1444,2748,25,0,4,1635,5420,4,266,166,19,2770,2987,99,5856,2020-08-01,
GRANVILLE,17234,9668,155,9,17,11022,22609,11842,78,3576,808,16101,19012,2992,38105,2020-08-01,
GREENE,5552,2291,22,5,4,3167,6118,4012,10,901,425,4882,5836,323,11041,2020-08-01,
GUILFORD,161694,91054,2087,147,160,113526,196111,125246,984,46327,10908,156956,196558,15154,368668,2020-08-01,
HALIFAX,22790,4607,96,8,6,9024,14179,19350,1061,1941,254,15789,19675,1067,36531,2020-08-01,
HARNETT,24715,27444,574,25,54,24118,48830,16559,454,11087,3762,32797,39121,5012,76930,2020-08-01,
HAYWOOD,14239,14573,288,13,28,15060,41460,463,106,2172,410,20082,23060,1059,44201,2020-08-01,
HENDERSON,17308,31138,505,36,36,35110,74251,2391,143,7348,2044,36788,43680,3665,84133,2020-08-01,
HERTFORD,10114,1441,35,3,9,3013,4635,9163,95,722,100,6163,8086,366,14615,2020-08-01,
HOKE,13911,6743,246,10,31,10240,13062,12318,1999,3802,2057,13752,16853,576,31181,2020-08-01,
HYDE,1540,546,17,1,0,976,2274,638,1,167,35,1397,1562,121,3080,2020-08-01,
IREDELL,28277,51530,660,40,56,43370,98127,13716,218,11872,3314,55760,62263,5910,123933,2020-08-01,
JACKSON,9346,7710,185,10,7,10678,23422,625,1366,2523,570,12280,14147,1509,27936,2020-08-01,
JOHNSTON,38546,51846,894,39,119,43843,96510,21701,379,16697,5858,60553,69881,4853,135287,2020-08-01,
JONES,3085,2006,31,1,1,2062,4435,2287,14,450,73,3218,3671,297,7186,2020-08-01,
LEE,13412,10782,220,5,25,12364,24146,7310,140,5212,2655,15743,19023,2042,36808,2020-08-01,
LENOIR,18314,9735,116,3,11,8993,19143,15480,63,2486,636,15778,19785,1609,37172,2020-08-01,
LINCOLN,12167,27092,304,18,36,19230,50196,3121,81,5449,1501,26590,29070,3187,58847,2020-08-01,
