CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian
RUTHERFORD,12289,17448,213,11,19,13712,36642,4212,66,2772,633,19548,22571,1573,43692,2020-03-28,
SAMPSON,14435,13832,131,5,22,7975,21739,10644,526,3491,2017,16082,19513,805,36400,2020-03-28,
SCOTLAND,11203,3692,68,6,18,6194,9750,8451,1587,1393,187,8940,11502,739,21181,2020-03-28,
STANLY,9673,18862,151,11,29,12520,33522,4379,83,3262,448,18540,20853,1853,41246,2020-03-28,
STOKES,6445,15125,155,9,12,8328,27171,1212,55,1636,303,14208,15751,115,30074,2020-03-28,
SURRY,11407,19560,127,8,11,13326,39282,1731,54,3372,1428,19949,23032,1458,44439,2020-03-28,
SWAIN,3385,2686,39,5,0,3415,7547,115,1506,362,60,4458,4983,89,9530,2020-03-28,
TRANSYLVANIA,6183,8138,119,3,5,10810,22927,833,46,1452,189,11338,13064,856,25258,2020-03-28,
TYRRELL,1173,364,9,0,1,686,1418,684,7,124,35,1017,1165,51,2233,2020-03-28,
UNION,38522,64842,853,36,69,54087,119373,18956,420,19660,6551,71704,79687,7018,158409,2020-03-28,
VANCE,18134,4299,76,7,19,6060,11660,14967,53,1915,575,12189,15476,930,28595,2020-03-28,
WAKE,277497,183965,5350,238,306,289895,482393,144051,1912,128895,28144,330123,378402,48726,757251,2020-03-28,
WARREN,8563,1897,43,0,2,2505,5142,6728,548,592,72,5777,6918,315,13010,2020-03-28,
WASHINGTON,5194,1150,19,0,0,1761,3690,4033,10,391,50,3523,4433,168,8124,2020-03-28,
WATAUGA,12014,13404,479,12,14,19555,41018,1003,74,3383,1214,20630,23703,1145,45478,2020-03-28,
WAYNE,29459,23780,352,19,41,19183,41185,24217,138,7294,2327,31449,37981,3404,72834,2020-03-28,
WILKES,8279,21815,143,7,12,11156,37881,1625,44,1862,720,19087,21176,1149,41412,2020-03-28,
WILSON,27530,13372,184,5,34,14166,27454,22948,103,4786,1390,23666,29771,1854,55291,2020-03-28,
YADKIN,3522,13229,97,9,10,6663,21244,734,28,1524,749,10893,11964,673,23530,2020-03-28,
YANCEY,4480,4864,51,1,4,4076,12756,79,21,620,76,6251,6807,418,13476,2020-03-28,
ALAMANCE,36830,33707,543,20,45,32408,70337,21224,256,11736,4083,44194,54235,5124,103553,2020-05-30,
ALEXANDER,5178,10971,91,1,17,7575,21580,926,35,1292,339,11132,11988,713,23833,2020-05-30,
ALLEGHANY,2164,2729,31,2,1,2279,6656,75,8,467,176,3330,3597,279,7206,2020-05-30,
ANSON,10031,2547,28,7,23,3452,6672,6816,28,2572,84,6235,7553,2300,16088,2020-05-30,
ASHE,4525,8198,78,3,7,5727,17568,105,23,842,215,8536,9547,455,18538,2020-05-30,
AVERY,1340,6715,53,3,3,3393,10843,76,17,571,86,5296,5930,281,11507,2020-05-30,
BEAUFORT,11843,11247,98,12,12,9555,22847,7682,42,2196,472,14303,16910,1554,32767,2020-05-30,
BERTIE,8608,1467,27,2,2,2753,4579,7655,19,606,37,5506,6923,430,12859,2020-05-30,
BLADEN,10776,4467,55,1,7,6803,12620,7939,391,1159,442,9965,11736,408,22109,2020-05-30,
BRUNSWICK,26191,41758,474,18,36,38949,89884,8592,324,8626,1375,47201,54359,5866,107426,2020-05-30,
BUNCOMBE,74001,44493,1513,156,79,75177,165950,10526,377,18566,3885,85480,101013,8926,195419,2020-05-30,
BURKE,15286,20730,290,27,29,18793,47722,3181,79,4173,955,25196,28213,1746,55155,2020-05-30,
CABARRUS,41996,49522,934,49,92,48377,95208,26590,347,18825,5325,60881,71842,8247,140970,2020-05-30,
CALDWELL,11307,24153,350,35,21,15489,45812,2667,59,2817,895,23819,26275,1261,51355,2020-05-30,
CAMDEN,1785,2631,55,0,2,3274,6324,966,11,446,35,3654,3871,222,7747,2020-05-30,
CARTERET,9785,22035,223,6,16,17113,43527,2193,81,3377,494,21890,24818,2470,49178,2020-05-30,
CASWELL,6886,3488,39,2,6,4400,9118,4822,18,863,161,6626,7682,513,14821,2020-05-30,
CATAWBA,22558,44538,459,20,46,35630,83487,8952,120,10692,3387,46480,52599,4172,103251,2020-05-30,
CHATHAM,20471,13255,265,15,22,20771,41287,6049,116,7347,1733,23146,27269,4384,54799,2020-05-30,
CHEROKEE,4241,9969,126,7,8,6989,20377,217,124,622,176,10119,11153,68,21340,2020-05-30,
CHOWAN,4174,2680,31,3,1,3013,6415,2999,12,476,62,4318,5401,183,9902,2020-05-30,
CLAY,1614,3846,55,3,5,3104,8222,46,15,344,58,4001,4419,207,8627,2020-05-30,
CLEVELAND,22819,22229,282,9,35,18224,46033,13469,89,4007,668,28134,33135,2329,63598,2020-05-30,
COLUMBUS,16879,8320,82,5,16,9956,21973,10750,938,1597,314,15687,18792,779,35258,2020-05-30,
CRAVEN,21236,25054,407,28,27,22761,48777,14595,165,5976,1626,30392,36549,2572,69513,2020-05-30,
CUMBERLAND,92835,48412,1324,59,125,69154,89368,86511,2295,33735,12351,87009,109099,15801,211909,2020-05-30,
CURRITUCK,3557,8185,171,11,8,8726,18380,1081,46,1151,158,9758,10311,589,20658,2020-05-30,
DARE,7580,9363,187,10,11,11274,26251,521,35,1618,246,13081,14464,880,28425,2020-05-30,
DAVIDSON,23420,50950,479,25,45,32618,88388,10157,253,8739,2150,48218,54936,4383,107537,2020-05-30,
DAVIE,4982,15383,133,8,19,9430,25632,1876,35,2412,559,13631,15169,1155,29955,2020-05-30,
DUPLIN,12354,8364,101,2,20,8545,17897,8397,49,3043,1629,12744,15248,1394,29386,2020-05-30,
DURHAM,125010,25808,1135,114,61,77651,109857,78706,587,40629,9482,93917,119056,16806,229779,2020-05-30,
EDGECOMBE,23033,5958,80,6,12,5490,12120,20676,73,1710,440,14585,19143,851,34579,2020-05-30,
FORSYTH,102363,73674,1383,88,120,81668,159761,68755,513,30267,10574,109642,135084,14570,259296,2020-05-30,
FRANKLIN,16698,13844,248,17,29,13555,28580,10946,129,4736,1117,19292,22063,3036,44391,2020-05-30,
GASTON,41146,54684,836,44,97,44923,103590,24046,321,13773,3929,61642,73436,6652,141730,2020-05-30,
GATES,3829,1799,29,0,4,2318,4945,2585,16,433,43,3567,4056,356,7979,2020-05-30,
GRAHAM,1490,2678,26,0,2,1590,5380,4,267,135,18,2752,2964,70,5786,2020-05-30,
GRANVILLE,17272,9575,150,8,15,10896,22696,11872,78,3270,807,16169,19090,2657,37916,2020-05-30,
GREENE,5605,2252,23,5,4,3125,6130,4028,10,846,427,4885,5860,269,11014,2020-05-30,
GUILFORD,160999,90821,2037,132,143,112443,196288,125235,979,44073,10865,156731,196566,13278,366575,2020-05-30,
HALIFAX,22888,4573,95,9,5,8900,14183,19388,1064,1835,254,15807,19706,957,36470,2020-05-30,
HARNETT,24690,27226,539,23,48,23870,48944,16559,455,10438,3722,32824,39161,4411,76396,2020-05-30,
HAYWOOD,14369,14023,275,11,19,14542,40805,455,101,1878,391,19751,22682,806,43239,2020-05-30,
HENDERSON,16916,30490,482,29,31,34123,73232,2354,142,6343,1999,36203,43069,2799,82071,2020-05-30,
HERTFORD,10138,1435,33,3,9,2977,4651,9171,92,681,101,6163,8109,323,14595,2020-05-30,
HOKE,13874,6629,229,10,28,10120,12916,12201,1990,3783,2025,13614,16671,605,30890,2020-05-30,
HYDE,1551,538,17,1,0,963,2276,643,1,150,36,1399,1568,103,3070,2020-05-30,
IREDELL,28179,51041,636,35,45,42869,98018,13682,212,10893,3288,55661,62179,4965,122805,2020-05-30,
JACKSON,9430,7620,192,9,6,10590,23444,651,1371,2381,576,12294,14210,1343,27847,2020-05-30,
JOHNSTON,38307,51365,856,37,105,43232,96500,21641,377,15384,5800,59966,69345,4591,133902,2020-05-30,
JONES,3102,1985,26,1,1,2048,4431,2291,15,426,73,3226,3666,271,7163,2020-05-30,
LEE,13397,10691,209,4,22,12259,24216,7328,141,4897,2643,15755,19074,1753,36582,2020-05-30,
LENOIR,18379,9686,114,3,10,8914,19216,15489,63,2338,633,15826,19835,1445,37106,2020-05-30,
LINCOLN,12132,26767,296,17,29,19008,50145,3120,81,4903,1485,26576,28993,2680,58249,2020-05-30,
MACON,5830,10798,148,14,14,8758,24256,181,50,1075,341,11776,13532,254,25562,2020-05-30,
MADISON,5819,4298,113,10,5,6009,15082,174,26,972,164,7512,8030,712,16254,2020-05-30,
MARTIN,8844,3291,37,4,7,3834,8633,6803,29,552,128,7028,8748,241,16017,2020-05-30,
MCDOWELL,6902,11245,153,8,10,9523,26379,796,25,641,375,13182,14659,0,27841,2020-05-30,
MECKLENBURG,324659,164753,5084,257,350,258152,399330,240280,2043,111602,35878,326109,391559,35587,753255,2020-05-30,
MITCHELL,1043,6179,34,1,3,3108,9774,31,9,554,96,4823,5259,286,10368,2020-05-30,
MONTGOMERY,6221,5339,75,2,19,4473,11476,3185,42,1426,605,7370,8252,507,16129,2020-05-30,
MOORE,15852,28630,442,18,38,24625,56653,7912,312,4728,1281,31083,37089,1433,69605,2020-05-30,
NASH,31236,18857,235,8,36,15744,34566,26368,330,4852,1357,28858,35132,2126,66116,2020-05-30,
NEW HANOVER,50988,52638,1228,60,77,64183,131894,20559,385,16336,3165,72654,85302,11218,169174,2020-05-30,
NORTHAMPTON,9091,1406,27,4,4,3052,5234,7763,33,554,49,5913,7175,496,13584,2020-05-30,
ONSLOW,25002,40333,1097,40,95,41855,75615,18433,382,13992,5847,47163,56248,5011,108422,2020-05-30,
ORANGE,51600,14711,639,38,29,43566,78018,12152,260,20153,3854,46487,55685,8411,110583,2020-05-30,
PAMLICO,3194,3356,45,1,5,2639,7150,1516,27,547,83,4178,4742,320,9240,2020-05-30,
PASQUOTANK,11324,6351,168,15,12,9506,15648,9703,41,1984,284,11941,14388,1047,27376,2020-05-30,
PENDER,11481,16148,276,12,23,13869,32243,6019,101,3446,850,18953,21218,1638,41809,2020-05-30,
PERQUIMANS,3168,2713,34,2,7,3038,6622,1968,18,354,38,4070,4715,177,8962,2020-05-30,
PERSON,10957,6888,102,5,8,8190,17402,6992,124,1632,362,11561,13771,818,26150,2020-05-30,
PITT,51788,30888,730,54,68,37188,67501,41860,256,11099,2786,50740,64135,5841,120716,2020-05-30,
POLK,3909,5599,81,9,8,5859,14079,663,7,716,208,6995,8205,265,15465,2020-05-30,
RANDOLPH,16754,45970,507,23,49,26289,76174,5696,274,7448,2961,40914,45776,2902,89592,2020-05-30,
RICHMOND,13916,6190,86,11,19,8140,16960,9360,394,1648,400,12614,15107,641,28362,2020-05-30,
ROBESON,43072,10089,200,13,62,20643,21194,20533,26013,6339,1692,32591,40459,1029,74079,2020-05-30,
ROCKINGHAM,19805,21506,260,12,29,17028,43043,11292,106,4199,908,26825,31731,84,58640,2020-05-30,
ROWAN,24757,38416,425,30,48,28691,68847,15567,182,7771,2094,41194,47071,4102,92367,2020-05-30,
RUTHERFORD,12234,17446,213,11,21,13717,36573,4190,66,2813,636,19503,22533,1606,43642,2020-05-30,
SAMPSON,14191,13751,133,5,20,7933,21506,10485,523,3519,1991,15860,19328,845,36033,2020-05-30,
SCOTLAND,11182,3727,66,7,18,6209,9755,8426,1593,1435,186,8928,11497,784,21209,2020-05-30,
STANLY,9600,18890,153,13,28,12534,33408,4353,83,3374,452,18457,20785,1976,41218,2020-05-30,
STOKES,6346,15202,152,9,13,8389,27125,1210,55,1721,313,14214,15772,125,30111,2020-05-30,
SURRY,11351,19674,133,9,15,13459,39319,1746,53,3523,1455,19998,23051,1592,44641,2020-05-30,
SWAIN,3369,2669,39,5,0,3406,7510,115,1501,362,60,4439,4960,89,9488,2020-05-30,
TRANSYLVANIA,6166,8100,119,3,5,10773,22847,832,46,1441,189,11298,13019,849,25166,2020-05-30,
TYRRELL,1176,372,9,0,2,699,1423,689,7,139,35,1025,1168,65,2258,2020-05-30,
UNION,38640,65281,856,41,76,54699,119587,19030,418,20558,6635,71902,79889,7802,159593,2020-05-30,
VANCE,18050,4334,73,8,22,6076,11608,14902,53,2000,575,12144,15408,1011,28563,2020-05-30,
WAKE,277962,184107,5358,268,330,291244,482375,143901,1905,131088,28228,330018,378229,51022,759269,2020-05-30,
WARREN,8538,1913,43,0,3,2534,5137,6701,544,649,72,5754,6901,376,13031,2020-05-30,
WASHINGTON,5165,1147,19,0,0,1765,3671,4015,10,400,48,3504,4408,184,8096,2020-05-30,
WATAUGA,11944,13352,482,16,14,19425,40739,987,74,3433,1201,20480,23538,1215,45233,2020-05-30,
WAYNE,29361,23859,355,19,42,19255,41130,24160,139,7462,2342,31381,37916,3594,72891,2020-05-30,
WILKES,8233,21898,143,7,13,11163,37835,1623,44,1955,724,19053,21140,1264,41457,2020-05-30,
WILSON,27428,13447,186,8,34,14250,27417,22910,105,4921,1400,23667,29713,1973,55353,2020-05-30,
YADKIN,3505,13227,100,9,10,6688,21191,730,28,1590,747,10862,11932,745,23539,2020-05-30,
YANCEY,4464,4843,51,1,4,4068,12713,80,19,619,76,6227,6789,415,13431,2020-05-30,
ALAMANCE,36902,33776,552,20,46,32545,70283,21215,257,12086,4107,44173,54218,5450,103841,2020-06-27,
ALEXANDER,5163,10991,95,1,17,7580,21559,925,35,1328,340,11125,11975,747,23847,2020-06-27,
ALLEGHANY,2153,2743,31,2,1,2296,6662,74,8,482,179,3331,3604,291,7226,2020-06-27,
ANSON,10029,2563,29,8,23,3469,6676,6811,28,2606,84,6237,7553,2331,16121,2020-06-27,
ASHE,4519,8235,77,3,8,5754,17595,108,21,872,216,8557,9557,482,18596,2020-06-27,
AVERY,1338,6705,53,3,3,3384,10824,76,17,569,86,5294,5911,281,11486,2020-06-27,
BEAUFORT,11837,11314,99,13,14,9613,22898,7686,42,2264,474,14341,16927,1622,32890,2020-06-27,
BERTIE,8581,1470,29,2,2,2755,4561,7646,19,613,37,5491,6911,437,12839,2020-06-27,
BLADEN,10764,4478,55,1,8,6795,12595,7937,392,1177,441,9950,11726,425,22101,2020-06-27,
BRUNSWICK,26271,41952,473,18,35,39139,90125,8602,327,8834,1372,47312,54483,6093,107888,2020-06-27,
BUNCOMBE,73909,44419,1509,156,79,75071,165717,10513,377,18536,3879,85366,100863,8914,195143,2020-06-27,
BURKE,15280,20810,295,28,32,18865,47752,3182,79,4297,959,25237,28217,1856,55310,2020-06-27,
CABARRUS,42196,49639,944,53,95,48723,95247,26688,350,19365,5343,60973,71934,8743,141650,2020-06-27,
CALDWELL,11287,24174,351,34,23,15524,45759,2667,59,2908,898,23808,26227,1358,51393,2020-06-27,
CAMDEN,1777,2657,54,1,2,3293,6348,966,11,459,34,3665,3883,236,7784,2020-06-27,
CARTERET,9782,22074,223,7,18,17154,43484,2191,81,3502,498,21863,24812,2583,49258,2020-06-27,
CASWELL,6882,3507,37,4,6,4419,9119,4822,17,897,160,6624,7682,549,14855,2020-06-27,
CATAWBA,22570,44602,471,22,50,35806,83515,8952,118,10936,3413,46510,52635,4376,103521,2020-06-27,
CHATHAM,20520,13281,264,14,22,20890,41329,6037,116,7509,1734,23165,27296,4530,54991,2020-06-27,
CHEROKEE,4242,9973,126,7,9,6994,20372,217,124,638,178,10124,11158,69,21351,2020-06-27,
CHOWAN,4167,2692,30,3,2,3032,6421,3008,12,485,62,4332,5402,192,9926,2020-06-27,
CLAY,1611,3836,55,3,5,3100,8205,46,15,344,58,3993,4410,207,8610,2020-06-27,
CLEVELAND,22727,22335,287,9,42,18304,45982,13458,91,4173,669,28110,33109,2485,63704,2020-06-27,
COLUMBUS,16850,8316,82,5,16,9948,21954,10732,938,1593,314,15669,18768,780,35217,2020-06-27,
CRAVEN,21254,25122,414,32,30,22886,48834,14619,164,6121,1638,30422,36627,2689,69738,2020-06-27,
CUMBERLAND,93013,48570,1357,61,132,69505,89467,86567,2297,34307,12397,87097,109220,16321,212638,2020-06-27,
CURRITUCK,3567,8234,173,11,8,8773,18452,1084,46,1184,160,9796,10350,620,20766,2020-06-27,
DARE,7596,9400,188,12,11,11315,26291,520,35,1676,244,13100,14485,937,28522,2020-06-27,
DAVIDSON,23447,51084,486,27,50,32729,88372,10168,253,9030,2155,48238,54917,4668,107823,2020-06-27,
DAVIE,4997,15418,136,8,19,9464,25635,1880,35,2492,559,13641,15165,1236,30042,2020-06-27,
DUPLIN,12334,8398,100,3,20,8581,17902,8402,49,3083,1629,12761,15235,1440,29436,2020-06-27,
DURHAM,125314,25797,1143,119,59,77917,109859,78578,590,41322,9497,93919,118948,17482,230349,2020-06-27,
EDGECOMBE,23004,5974,80,6,14,5491,12111,20631,73,1754,440,14549,19127,893,34569,2020-06-27,
FORSYTH,102473,73561,1399,94,125,81889,159577,68698,510,30756,10599,109592,134918,15031,259541,2020-06-27,
FRANKLIN,16702,13896,254,19,28,13620,28586,10933,130,4870,1120,19291,22064,3164,44519,2020-06-27,
GASTON,41215,54856,863,43,104,45170,103648,24113,323,14167,3945,61752,73488,7011,142251,2020-06-27,
GATES,3819,1818,30,0,4,2329,4959,2581,16,444,42,3569,4063,368,8000,2020-06-27,
GRAHAM,1485,2666,26,0,2,1588,5363,4,266,134,18,2748,2950,69,5767,2020-06-27,
GRANVILLE,17270,9590,153,8,16,10967,22685,11870,78,3371,804,16162,19078,2764,38004,2020-06-27,
GREENE,5585,2272,22,5,4,3140,6131,4016,10,871,428,4882,5853,293,11028,2020-06-27,
GUILFORD,161191,90799,2066,140,151,112662,196157,125135,981,44736,10871,156705,196418,13886,367009,2020-06-27,
HALIFAX,22830,4585,95,9,5,8928,14184,19353,1065,1850,254,15786,19685,981,36452,2020-06-27,
HARNETT,24717,27310,553,24,51,23999,48957,16561,455,10681,3733,32838,39179,4637,76654,2020-06-27,
HAYWOOD,14529,14341,286,11,22,14911,41450,463,105,2082,408,20079,23049,972,44100,2020-06-27,
HENDERSON,16902,30474,482,29,31,34096,73184,2349,142,6339,2000,36175,43044,2795,82014,2020-06-27,
HERTFORD,10129,1435,33,3,9,2984,4649,9158,94,692,102,6159,8099,335,14593,2020-06-27,
HOKE,13878,6668,239,10,29,10158,12977,12230,1988,3787,2039,13668,16724,590,30982,2020-06-27,
HYDE,1551,541,17,1,0,964,2277,640,1,156,35,1400,1566,108,3074,2020-06-27,
IREDELL,28253,51235,649,38,47,43171,98200,13711,213,11269,3303,55800,62281,5312,123393,2020-06-27,
JACKSON,9353,7568,187,9,6,10499,23276,632,1363,2351,569,12201,14098,1323,27622,2020-06-27,
JOHNSTON,38449,51552,864,38,113,43517,96607,21680,376,15870,5828,60231,69617,4685,134533,2020-06-27,
JONES,3105,1994,30,1,1,2063,4442,2300,15,437,73,3234,3681,279,7194,2020-06-27,
LEE,13411,10729,214,4,24,12312,24218,7324,140,5012,2643,15756,19074,1864,36694,2020-06-27,
LENOIR,18370,9699,113,3,10,8942,19201,15492,63,2381,635,15817,19834,1486,37137,2020-06-27,
LINCOLN,12154,26869,300,18,30,19122,50235,3120,82,5056,1490,26617,29058,2818,58493,2020-06-27,
MACON,5823,10785,148,14,14,8744,24225,180,50,1073,341,11762,13512,254,25528,2020-06-27,
MADISON,5802,4291,113,10,5,5998,15049,172,26,972,164,7495,8012,712,16219,2020-06-27,
MARTIN,8834,3295,37,4,7,3844,8630,6796,29,566,129,7032,8736,253,16021,2020-06-27,
MCDOWELL,6889,11245,153,8,10,9521,26354,791,25,656,375,13175,14646,5,27826,2020-06-27,
MECKLENBURG,325928,164669,5143,283,365,259589,399481,240480,2050,113966,35949,326386,391802,37789,755977,2020-06-27,
MITCHELL,1039,6171,34,1,3,3105,9759,31,9,554,96,4817,5251,285,10353,2020-06-27,
MONTGOMERY,6203,5358,72,2,20,4496,11480,3181,42,1448,604,7369,8252,530,16151,2020-06-27,
MOORE,15885,28693,449,21,39,24727,56715,7899,311,4889,1282,31114,37115,1585,69814,2020-06-27,
NASH,31213,18864,239,8,37,15793,34492,26348,330,4984,1359,28815,35081,2258,66154,2020-06-27,
NEW HANOVER,51045,52657,1233,68,78,64378,131946,20574,384,16555,3182,72716,85306,11437,169459,2020-06-27,
NORTHAMPTON,9097,1419,28,4,4,3062,5244,7768,33,569,49,5920,7184,510,13614,2020-06-27,
ONSLOW,25095,40490,1125,42,107,42135,75811,18464,385,14334,5858,47326,56370,5298,108994,2020-06-27,
ORANGE,51605,14677,645,40,30,43622,77873,12101,261,20384,3851,46392,55524,8703,110619,2020-06-27,
PAMLICO,3199,3394,45,0,5,2646,7177,1522,28,562,82,4197,4760,332,9289,2020-06-27,
PASQUOTANK,11310,6366,168,16,12,9533,15657,9689,41,2018,284,11944,14387,1074,27405,2020-06-27,
PENDER,11462,16204,289,9,24,13928,32268,5988,100,3560,857,18948,21227,1741,41916,2020-06-27,
PERQUIMANS,3165,2710,34,2,7,3035,6616,1965,18,354,38,4067,4709,177,8953,2020-06-27,
PERSON,10946,6878,102,5,8,8182,17387,6982,124,1628,362,11552,13754,815,26121,2020-06-27,
PITT,51886,30888,736,54,73,37305,67468,41866,255,11353,2784,50798,64075,6069,120942,2020-06-27,
POLK,3908,5598,81,9,8,5858,14076,662,7,717,208,6996,8201,265,15462,2020-06-27,
RANDOLPH,16780,46089,514,28,53,26373,76180,5695,275,7687,2960,40939,45791,3107,89837,2020-06-27,
RICHMOND,13866,6204,87,11,21,8163,16927,9355,393,1677,400,12596,15087,669,28352,2020-06-27,
ROBESON,42991,10184,202,14,64,20712,21203,20542,26060,6362,1710,32664,40476,1027,74167,2020-06-27,
ROCKINGHAM,19807,21568,267,14,32,17093,43074,11299,107,4301,915,26886,31797,98,58781,2020-06-27,
